tsn;genus;species;en_com_name;fr_com_name;qc_code;on_tree_code;on_alpha_code;us_code;nb_code
23864;Halesia;carolina;Carolina silverbell;NA;NA;NA;NA;581;
23865;Halesia;diptera;two-wing silverbell;NA;NA;NA;NA;582;
23874;Styrax;portoricensis;palo de jazmin;NA;NA;NA;NA;8674;
23888;Ardisia;;marlberry;NA;NA;NA;NA;6166;
23890;Ardisia;solanacea;China-shrub;NA;NA;NA;NA;6165;
23891;Ardisia;glauciflora;ausubon;NA;NA;NA;NA;6162;
23892;Ardisia;luquillensis;mountain marlberry;NA;NA;NA;NA;6163;
23893;Ardisia;obovata;Guadeloupe marlberry;NA;NA;NA;NA;6164;
23900;Parathesis;crenulata;scratchthroat;NA;NA;NA;NA;8099;
23904;Myrsine;;colicwood;NA;NA;NA;NA;7927;
23906;Myrsine;degeneri;summit colicwood;NA;NA;NA;NA;7913;
23909;Myrsine;fernseei;streambank colicwood;NA;NA;NA;NA;7915;
23910;Myrsine;helleri;Wahiawa Bog colicwood;NA;NA;NA;NA;7918;
23912;Myrsine;kauaiensis;Kauai colicwood;NA;NA;NA;NA;7919;
23913;Myrsine;knudsenii;Kokee colicwood;NA;NA;NA;NA;7920;
23916;Myrsine;lessertiana;kolea lau nui;NA;NA;NA;NA;7922;
23919;Myrsine;mezii;Hanapepe River colicwood;NA;NA;NA;NA;7923;
23920;Myrsine;petiolata;swamp colicwood;NA;NA;NA;NA;7924;
23921;Myrsine;pukooensis;Molokai colicwood;NA;NA;NA;NA;7925;
23923;Myrsine;sandwicensis;kokea lau lii;NA;NA;NA;NA;7926;
23925;Myrsine;wawraea;Mt. Kahili colicwood;NA;NA;NA;NA;7928;
24063;Weinmannia;pinnata;bastard briziletto;NA;NA;NA;NA;8887;
24066;Pittosporum;;cheesewood;NA;NA;NA;NA;8238;
24068;Pittosporum;undulatum;Australian cheesewood;NA;NA;NA;NA;8240;
24072;Pittosporum;argentifolium;Hawaii poisonberry tree;NA;NA;NA;NA;8226;
24074;Pittosporum;confertiflorum;hoawa;NA;NA;NA;NA;8227;
24078;Pittosporum;gayanum;Waialeale cheesewood;NA;NA;NA;NA;8229;
24079;Pittosporum;glabrum;Koolau Range cheesewood;NA;NA;NA;NA;8230;
24080;Pittosporum;halophilum;hoawa;NA;NA;NA;NA;8231;
24081;Pittosporum;hawaiiense;Hawaii cheesewood;NA;NA;NA;NA;8232;
24082;Pittosporum;hosmeri;Kona cheesewood;NA;NA;NA;NA;8233;
24086;Pittosporum;napaliense;royal cheesewood;NA;NA;NA;NA;8235;
24088;Pittosporum;terminalioides;cream cheesewood;NA;NA;NA;NA;8239;
24451;Ribes;americanum;NA;Gadellier américain;RIA;NA;NA;NA;
24466;Ribes;glandulosum;NA;Gadellier glanduleux;RIG;NA;NA;NA;
24476;Ribes;lacustre;NA;Gadellier lacustre;RIL;NA;NA;NA;
24504;Ribes;triste;NA;Gadellier amer;RIT;NA;NA;NA;
24537;Broussaisia;arguta;kanawao;NA;NA;NA;NA;6260;
24539;Crataegus;;hawthorn ;Aubépine;CRA;NA;NA;500;
24546;Crataegus;brainerdii;Brainerd's hawthorn;NA;NA;NA;NA;503;
24547;Crataegus;calpodendron;pear hawthorn;NA;NA;NA;NA;504;
24548;Crataegus;chrysocarpa;fireberry hawthorn;NA;NA;NA;NA;505;
24552;Crataegus;crus-galli;cockspur hawthorn;NA;NA;NA;NA;501;
24561;Crataegus;flabellata;fanleaf hawthorn;NA;NA;NA;NA;507;
24585;Crataegus;mollis;downy hawthorn;NA;NA;NA;NA;502;
24586;Crataegus;monogyna;oneseed hawthorn;NA;NA;NA;NA;508;
24593;Crataegus;phaenopyrum;Washington hawthorn;NA;NA;NA;NA;5091;
24604;Crataegus;succulenta;fleshy hawthorn;NA;NA;NA;NA;5092;
24608;Crataegus;uniflora;dwarf hawthorn;NA;NA;NA;NA;5093;
24762;Prunus;;cherry and plum ;NA;NA;NA;NA;760;
24763;Prunus;americana;American plum;NA;NA;NA;NA;766;
24764;Prunus;serotina;"Black cherry ;Prunus serotina";Cerisier tardif;CET;58;Cb;8349;194
24764;Prunus;serotina;"Black cherry ;black cherry";Cerisier tardif;CET;58;Cb;762;
24765;Prunus;persica;peach;NA;NA;NA;NA;764;
24768;Prunus;angustifolia;Chickasaw plum;NA;NA;NA;NA;770;
24770;Prunus;avium;"Mazzard cherry;sweet cherry ;sweet cherry, domesticated";NA;NA;90;Cm;771;
24773;Prunus;cerasus;"Sour cherry ;sour cherry, domesticated";NA;NA;174;Cc;772;
24774;Prunus;domestica;European plum, domesticated;NA;NA;NA;NA;773;
24776;Prunus;emarginata;bitter cherry;NA;NA;NA;NA;768;
24789;Prunus;mahaleb;Mahaleb cherry, domesticated;NA;NA;NA;NA;774;
24795;Prunus;myrtifolia;West Indian cherry;NA;NA;NA;NA;8346;
24796;Prunus;nigra;Canada plum;NA;NA;NA;NA;765;
24799;Prunus;pensylvanica;"Pin cherry ;pin cherry";Cerisier de Pennsylvanie;PRP;139;;761;159
24806;Prunus;virginiana;chokecherry;Cerisier de Virginie;PRV;NA;NA;763;163
24812;Rosa;acicularis;NA;Rosier aciculaire;ROA;NA;NA;NA;
24854;Rubus;occidentalis;NA;Ronce occidentale;RUO;NA;NA;NA;
24866;Rubus;allegheniensis;NA;Ronce alléghanienne;RUA;NA;NA;NA;
24947;Rubus;idaeus;NA;Ronce du mont Ida;RUI;NA;NA;NA;
24997;Rubus;odoratus;NA;Ronce odorante;RUD;NA;NA;NA;
25108;Amelanchier;;serviceberry ;Amélanchier;AME;NA;NA;356;34
25110;Amelanchier;arborea;common serviceberry;NA;NA;NA;NA;357;
25119;Amelanchier;sanguinea;roundleaf serviceberry;NA;NA;NA;NA;358;
25127;Aronia;melanocarpa;NA;Aronia noir;ARM;NA;NA;NA;
25134;Cercocarpus;ledifolius;curlleaf mountain-mahogany;NA;NA;NA;NA;475;
25148;Chrysobalanus;icaco;icaco coco plum;NA;NA;NA;NA;6535;
25173;Heteromeles;;toyon;NA;NA;NA;NA;7376;
25174;Heteromeles;arbutifolia;toyon;NA;NA;NA;NA;7374;
25254;Malus;;apple ;Pommier;MAS;NA;NA;660;
25255;Malus;angustifolia;southern crab apple;NA;NA;NA;NA;662;
25257;Malus;coronaria;sweet crab apple;NA;NA;NA;NA;663;
25258;Malus;fusca;Oregon crab apple;NA;NA;NA;NA;661;
25259;Malus;ioensis;prairie crab apple;NA;NA;NA;NA;664;
25318;Sorbus;;mountain-ash ;NA;NA;NA;NA;934;
25319;Sorbus;americana;American mountain-ash;Sorbier d'Amérique;SOA;NA;NA;935;25
25320;Sorbus;aucuparia;"European mountain ash ;European mountain-ash";NA;NA;146;;936;
25322;Sorbus;decora;northern mountain-ash;Sorbier des montagnes;SOD;NA;NA;937;
25342;Spiraea;tomentosa;NA;Spirée tomenteuse;SPT;NA;NA;NA;
25735;Cassia;;Cassia;NA;NA;NA;NA;6422;
25749;Cassia;fistula;golden shower;NA;NA;NA;NA;6415;
25753;Cassia;javanica;apple blossom;NA;NA;NA;NA;6418;
25782;Cercis;canadensis;"Redbud ;eastern redbud";NA;NA;125;;471;
26196;Robinia;neomexicana;New Mexico locust;NA;NA;NA;NA;902;
26417;Acacia;;acacia ;NA;NA;NA;NA;300;
26431;Acacia;melanoxylon;blackwood;NA;NA;NA;NA;6011;
26446;Adenanthera;;beadtree;NA;NA;NA;NA;6029;
26447;Adenanthera;pavonina;red beadtree;NA;NA;NA;NA;6028;
26448;Albizia;;albizia;NA;NA;NA;NA;6063;
26449;Albizia;julibrissin;mimosa, silktree;NA;NA;NA;NA;345;
26450;Albizia;lebbeck;woman's tongue;NA;NA;NA;NA;6059;
26458;Andira;inermis;cabbagebark tree;NA;NA;NA;NA;6114;
26490;Bauhinia;;bauhinia;NA;NA;NA;NA;6230;
26493;Bauhinia;purpurea;butterfly tree;NA;NA;NA;NA;6229;
26494;Bauhinia;variegata;mountain ebony;NA;NA;NA;NA;6232;
26499;Caesalpinia;;nicker;NA;NA;NA;NA;6316;
26511;Caesalpinia;pulcherrima;pride-of-Barbados;NA;NA;NA;NA;6319;
26531;Ceratonia;siliqua;St. John's bread;NA;NA;NA;NA;6457;
26539;Cladrastis;kentukea;yellowwood;NA;NA;NA;NA;481;
26573;Crotalaria;longirostrata;longbeak rattlebox;NA;NA;NA;NA;6771;
26596;Dalbergia;sissoo;Indian rosewood;NA;NA;NA;NA;6869;
26655;Delonix;;delonix;NA;NA;NA;NA;6884;
26656;Delonix;regia;royal poinciana;NA;NA;NA;NA;6883;
26675;Erythrina;;erythrina;NA;NA;NA;NA;7013;
26676;Erythrina;crista-galli;crybabytree;NA;NA;NA;NA;7006;
26711;Gleditsia;;honeylocust ;NA;NA;NA;NA;550;
26712;Gleditsia;aquatica;waterlocust;NA;NA;NA;NA;551;
26714;Gleditsia;triacanthos;"Honey locust ;honeylocust";NA;NA;96;Gt;552;
26764;Leucaena;;leadtree;NA;NA;NA;NA;7566;
26766;Leucaena;leucocephala;white leadtree;NA;NA;NA;NA;7565;
26767;Leucaena;pulverulenta;Great leucaene;NA;NA;NA;NA;869;
26808;Olneya;tesota;desert ironwood;NA;NA;NA;NA;990;
26825;Parkinsonia;;paloverde;NA;NA;NA;NA;8112;
26826;Parkinsonia;aculeata;Jerusalem thorn;NA;NA;NA;NA;8111;
26835;Peltophorum;pterocarpum;Peltophorum pterocarpum;NA;NA;NA;NA;8121;
26863;Piscidia;;piscidia;NA;NA;NA;NA;8210;
26865;Piscidia;piscipula;fishpoison tree;NA;NA;NA;NA;887;
26871;Pithecellobium;dulce;monkeypod;NA;NA;NA;NA;8220;
26875;Pithecellobium;unguis-cati;catclaw blackbead;NA;NA;NA;NA;8223;
26878;Prosopis;;mesquite ;NA;NA;NA;NA;755;
26879;Prosopis;glandulosa;honey mesquite;NA;NA;NA;NA;756;
26881;Prosopis;pubescens;screwbean mesquite;NA;NA;NA;NA;758;
26883;Prosopis;velutina;velvet mesquite;NA;NA;NA;NA;757;
26949;Sesbania;;riverhemp;NA;NA;NA;NA;8607;
26953;Sesbania;grandiflora;vegetable hummingbird;NA;NA;NA;NA;8605;
26957;Sophora;;necklacepod;NA;NA;NA;NA;8642;
26965;Sophora;tomentosa;silver bush;NA;NA;NA;NA;8643;
26980;Tamarindus;indica;tamarind;NA;NA;NA;NA;897;
27110;Lagerstroemia;indica;crapemyrtle;NA;NA;NA;NA;7532;
27111;Lagerstroemia;speciosa;pride of India;NA;NA;NA;NA;7533;
27121;Ginoria;rohrii;bastard gregre;NA;NA;NA;NA;7239;
27129;Dirca;palustris;NA;Dirca des marais;DIR;NA;NA;NA;
27132;Wikstroemia;;false ohelo;NA;NA;NA;NA;8899;
27134;Wikstroemia;bicornuta;alpine false ohelo;NA;NA;NA;NA;8889;
27142;Wikstroemia;furcata;forest false ohelo;NA;NA;NA;NA;8890;
27149;Wikstroemia;monticola;montane false ohelo;NA;NA;NA;NA;8891;
27150;Wikstroemia;oahuensis;Oahu false ohelo;NA;NA;NA;NA;8892;
27153;Wikstroemia;phillyreifolia;Hawaii false ohelo;NA;NA;NA;NA;8895;
27154;Wikstroemia;pulcherrima;Kohala false ohelo;NA;NA;NA;NA;8896;
27156;Wikstroemia;sandwicensis;variableleaf false ohelo;NA;NA;NA;NA;8897;
27158;Wikstroemia;skottsbergiana;Skottsbergs false ohelo;NA;NA;NA;NA;8898;
27161;Wikstroemia;villosa;hairy false ohelo;NA;NA;NA;NA;8900;
27163;Daphnopsis;americana;burn nose;NA;NA;NA;NA;6871;
27177;Calyptranthes;kiaerskovii;Kiaerskov's lidflower;NA;NA;NA;NA;6351;
27178;Calyptranthes;krugii;limoncillo;NA;NA;NA;NA;6352;
27179;Calyptranthes;luquillensis;Luquillo forest lidflower;NA;NA;NA;NA;6353;
27180;Calyptranthes;pallens;pale lidflower;NA;NA;NA;NA;6354;
27183;Calyptranthes;sintenisii;limoncillo de monte;NA;NA;NA;NA;6356;
27184;Calyptranthes;thomasiana;Thomas' lidflower;NA;NA;NA;NA;6358;
27186;Calyptranthes;zuzygium;myrtle of the river;NA;NA;NA;NA;6359;
27187;Eucalyptus;;eucalyptus ;NA;NA;NA;NA;510;
27189;Eucalyptus;globulus;Tasmanian bluegum;NA;NA;NA;NA;511;
27191;Eucalyptus;tereticornis;forest redgum;NA;NA;NA;NA;7056;
27192;Eugenia;;stopper;NA;NA;NA;NA;7096;
27194;Eugenia;koolauensis;nioi;NA;NA;NA;NA;7079;
27197;Eugenia;reinwardtiana;mountain stopper;NA;NA;NA;NA;7091;
27199;Eugenia;axillaris;white stopper;NA;NA;NA;NA;7060;
27201;Eugenia;boqueronensis;Sierra de Cayey stopper;NA;NA;NA;NA;7062;
27202;Eugenia;borinquensis;guayabota de sierra;NA;NA;NA;NA;7063;
27203;Eugenia;confusa;redberry stopper;NA;NA;NA;NA;7066;
27204;Eugenia;cordata;lathberry;NA;NA;NA;NA;7067;
27204;Eugenia;cordata;lathberry;NA;NA;NA;NA;7068;
27207;Eugenia;eggersii;guasabara;NA;NA;NA;NA;7072;
27209;Eugenia;glabrata;smooth rodwood;NA;NA;NA;NA;7075;
27210;Eugenia;haematocarpa;Luquillo Mountain stopper;NA;NA;NA;NA;7076;
27212;Eugenia;ligustrina;privet stopper;NA;NA;NA;NA;7081;
27214;Eugenia;monticola;birdcherry;NA;NA;NA;NA;7084;
27215;Eugenia;procera;rockmyrtle;NA;NA;NA;NA;7089;
27216;Eugenia;pseudopsidium;Christmas cherry;NA;NA;NA;NA;7090;
27217;Eugenia;rhombea;red stopper;NA;NA;NA;NA;873;
27218;Eugenia;serrasuela;serrasuela;NA;NA;NA;NA;7093;
27219;Eugenia;sessiliflora;sessileleaf stopper;NA;NA;NA;NA;7094;
27221;Eugenia;stahlii;Stahl's stopper;NA;NA;NA;NA;7098;
27222;Eugenia;stewardsonii;Stewardson's stopper;NA;NA;NA;NA;7100;
27223;Eugenia;underwoodii;Underwood's stopper;NA;NA;NA;NA;7103;
27224;Eugenia;uniflora;Surinam cherry;NA;NA;NA;NA;7104;
27227;Melaleuca;;melaleuca;NA;NA;NA;NA;7709;
27228;Melaleuca;quinquenervia;melaleuca;NA;NA;NA;NA;992;
27231;Myrcianthes;fragrans;twinberry;NA;NA;NA;NA;7893;
27239;Psidium;cattleianum;strawberry guava;NA;NA;NA;NA;8355;
27240;Psidium;guajava;guava;NA;NA;NA;NA;8356;
27241;Psidium;amplexicaule;mountain guava;NA;NA;NA;NA;8354;
27242;Psidium;sintenisii;Sintenis' guava;NA;NA;NA;NA;8359;
27244;Rhodomyrtus;;rose myrtle;NA;NA;NA;NA;8465;
27245;Rhodomyrtus;tomentosa;Rhodomyrtus tomentosus;NA;NA;NA;NA;8466;
27246;Pimenta;;Pimenta;NA;NA;NA;NA;8180;
27247;Pimenta;dioica;allspice;NA;NA;NA;NA;8175;
27248;Pimenta;racemosa;bayrumtree;NA;NA;NA;NA;8177;
27248;Pimenta;racemosa;bayrumtree;NA;NA;NA;NA;8178;
27253;Leptospermum;;teatree;NA;NA;NA;NA;7562;
27256;Marlierea;sintenisii;beruquillo;NA;NA;NA;NA;7684;
27257;Metrosideros;;lehua;NA;NA;NA;NA;7793;
27258;Metrosideros;macropus;ohia;NA;NA;NA;NA;7782;
27259;Metrosideros;polymorpha;ohia lehua;NA;NA;NA;NA;7783;
27260;Metrosideros;rugosa;lehua papa;NA;NA;NA;NA;7792;
27261;Metrosideros;tremuloides;lehua ahihi;NA;NA;NA;NA;7794;
27262;Metrosideros;waialealae;Kauai bottlebrush;NA;NA;NA;NA;7795;
27263;Myrcia;;rodwood;NA;NA;NA;NA;7892;
27264;Myrcia;citrifolia;red rodwood;NA;NA;NA;NA;7886;
27265;Myrcia;deflexa;cieneguillo;NA;NA;NA;NA;7887;
27268;Myrcia;paganii;ausu;NA;NA;NA;NA;7890;
27269;Myrcia;splendens;punchberry;NA;NA;NA;NA;7891;
27271;Myrciaria;floribunda;guavaberry;NA;NA;NA;NA;7895;
27273;Siphoneugena;densiflora;hoja menuda;NA;NA;NA;NA;8620;
27274;Syzygium;;syzygium;NA;NA;NA;NA;8708;
27278;Punica;granatum;pomegranate;NA;NA;NA;NA;8419;
27638;Fuchsia;;fuchsia;NA;NA;NA;NA;7209;
27703;Clidemia;hirta;soapbush;NA;NA;NA;NA;6642;
27720;Miconia;affinis;saquiyac;NA;NA;NA;NA;7804;
27721;Miconia;foveolata;Puerto Rico johnnyberry;NA;NA;NA;NA;7806;
27723;Miconia;laevigata;smooth johnnyberry;NA;NA;NA;NA;7808;
27724;Miconia;mirabilis;camasey cuatrocanales;NA;NA;NA;NA;7810;
27726;Miconia;pachyphylla;camasey racimoso;NA;NA;NA;NA;7812;
27727;Miconia;prasina;granadillo bobo;NA;NA;NA;NA;7813;
27728;Miconia;punctata;auquey;NA;NA;NA;NA;7814;
27729;Miconia;pycnoneura;ridge johnnyberry;NA;NA;NA;NA;7815;
27730;Miconia;racemosa;camasey felpa;NA;NA;NA;NA;7816;
27731;Miconia;rubiginosa;peralejo;NA;NA;NA;NA;7817;
27732;Miconia;serrulata;jau jau;NA;NA;NA;NA;7818;
27733;Miconia;sintenisii;mountain johnnyberry;NA;NA;NA;NA;7819;
27735;Miconia;tetrandra;rajador;NA;NA;NA;NA;7822;
27737;Miconia;thomasiana;camasey tomaso;NA;NA;NA;NA;7823;
27739;Mouriri;domingensis;murta;NA;NA;NA;NA;7862;
27740;Mouriri;helleri;mameyuelo;NA;NA;NA;NA;7863;
27748;Tetrazygia;angustifolia;stinkingfish;NA;NA;NA;NA;8778;
27749;Tetrazygia;biflora;Puerto Rico clover ash;NA;NA;NA;NA;8780;
27751;Tetrazygia;elaeagnoides;krekre;NA;NA;NA;NA;8781;
27754;Tetrazygia;bicolor;Florida clover ash;NA;NA;NA;NA;8779;
27761;Terminalia;;tropical almond;NA;NA;NA;NA;8748;
27762;Terminalia;catappa;tropical almond;NA;NA;NA;NA;8750;
27765;Conocarpus;;mangrove;NA;NA;NA;NA;6709;
27766;Conocarpus;erectus;buttonwood-mangrove;NA;NA;NA;NA;987;
27770;Elaeagnus;angustifolia;Russian-olive;NA;NA;NA;NA;997;
27779;Shepherdia;canadensis;NA;Shepherdie du Canada;SHP;NA;NA;NA;
27782;Grevillea;;grevillea;NA;NA;NA;NA;7274;
27783;Grevillea;robusta;silkoak;NA;NA;NA;NA;7273;
27784;Macadamia;;Macadamia;NA;NA;NA;NA;7616;
27790;Rhizophora;;mangrove;NA;NA;NA;NA;8463;
27791;Rhizophora;mangle;American mangrove;NA;NA;NA;NA;989;
27793;Cassipourea;guianensis;goatwood;NA;NA;NA;NA;6427;
27798;Cornus;;dogwood ;NA;NA;NA;NA;490;
27806;Cornus;florida;flowering dogwood;NA;NA;NA;NA;491;
27809;Cornus;nuttallii;Pacific dogwood;NA;NA;NA;NA;492;
27813;Cornus;alternifolia;NA;Cornouiller à feuilles alternes;COA;NA;NA;NA;
27820;Nyssa;;tupelo ;NA;NA;NA;NA;690;
27821;Nyssa;sylvatica;"Black gum ;blackgum";NA;NA;137;;693;
27824;Nyssa;aquatica;water tupelo;NA;NA;NA;NA;691;
27846;Schoepfia;schreberi;gulf graytwig;NA;NA;NA;NA;8573;
27847;Schoepfia;arenaria;arana;NA;NA;NA;NA;8571;
27848;Schoepfia;obovata;white beefwood;NA;NA;NA;NA;8572;
27850;Ximenia;americana;tallow wood;NA;NA;NA;NA;8901;
27944;Crossopetalum;rhacoma;maidenberry;NA;NA;NA;NA;6767;
27962;Gyminda;latifolia;West Indian false box;NA;NA;NA;NA;7315;
27964;Maytenus;cymosa;Caribbean mayten;NA;NA;NA;NA;7695;
27966;Maytenus;elongata;Puerto Rico mayten;NA;NA;NA;NA;7697;
27967;Maytenus;ponceana;ponce mayten;NA;NA;NA;NA;7699;
27972;Schaefferia;frutescens;Florida boxwood;NA;NA;NA;NA;8554;
27980;Ilex;;holly;NA;NA;NA;NA;7464;
27982;Ilex;opaca;American holly;NA;NA;NA;NA;591;
27985;Ilex;verticillata;NA;Houx verticillé;ILV;NA;NA;NA;
27992;Ilex;cassine;dahoon;NA;NA;NA;NA;7455;
28004;Ilex;cookii;te;NA;NA;NA;NA;7456;
28005;Ilex;guianensis;maconcona;NA;NA;NA;NA;7457;
28008;Ilex;macfadyenii;Caribbean holly;NA;NA;NA;NA;7458;
28009;Ilex;nitida;Puerto Rico holly;NA;NA;NA;NA;7459;
28011;Ilex;sideroxyloides;gongolin;NA;NA;NA;NA;7462;
28013;Ilex;urbaniana;Urban's holly;NA;NA;NA;NA;7465;
28013;Ilex;urbaniana;Ilex urbaniana;NA;NA;NA;NA;7466;
28014;Ilex;anomala;Hawaii holly;NA;NA;NA;NA;7453;
28023;Buxus;laevigata;Buxus laevigata;NA;NA;NA;NA;6303;
28024;Buxus;portoricensis;Puerto Rico box;NA;NA;NA;NA;6304;
28025;Buxus;vahlii;Vahl's box;NA;NA;NA;NA;6306;
28032;Euphorbia;;spurge;NA;NA;NA;NA;7115;
28159;Euphorbia;haeleeleana;Kauai spurge;NA;NA;NA;NA;7110;
28172;Euphorbia;petiolaris;manchineel berry;NA;NA;NA;NA;7113;
28201;Adelia;ricinella;wild lime;NA;NA;NA;NA;6026;
28203;Alchornea;latifolia;achiotillo;NA;NA;NA;NA;6064;
28206;Aleurites;;aleurites;NA;NA;NA;NA;6077;
28213;Antidesma;;chinalaurel;NA;NA;NA;NA;6145;
28215;Antidesma;platyphyllum;ha a;NA;NA;NA;NA;6139;
28216;Antidesma;pulvinatum;hame;NA;NA;NA;NA;6143;
28237;Bernardia;dichotoma;Caribbean myrtlecroton;NA;NA;NA;NA;6235;
28238;Bischofia;;bishopwood;NA;NA;NA;NA;6237;
28239;Bischofia;javanica;Javanese bishopwood;NA;NA;NA;NA;6236;
28251;Claoxylon;;claoxylon;NA;NA;NA;NA;6592;
28253;Claoxylon;sandwicense;poola;NA;NA;NA;NA;6591;
28259;Codiaeum;variegatum;garden croton;NA;NA;NA;NA;6683;
28293;Croton;astroites;wild marrow;NA;NA;NA;NA;6773;
28300;Croton;poecilanthus;sabinon;NA;NA;NA;NA;6775;
28309;Ditta;myricoides;jaboncillo;NA;NA;NA;NA;6923;
28310;Drypetes;;Drypetes;NA;NA;NA;NA;6942;
28311;Drypetes;alba;cafeillo;NA;NA;NA;NA;6937;
28312;Drypetes;glauca;varital;NA;NA;NA;NA;6938;
28313;Drypetes;ilicifolia;rosewood;NA;NA;NA;NA;6939;
28315;Drypetes;lateriflora;guiana plum;NA;NA;NA;NA;6940;
28325;Hippomane;mancinella;manchineel;NA;NA;NA;NA;883;
28327;Hura;crepitans;sandbox tree;NA;NA;NA;NA;7434;
28330;Jatropha;;nettlespurge;NA;NA;NA;NA;7494;
28335;Jatropha;curcas;Barbados nut;NA;NA;NA;NA;7491;
28340;Jatropha;multifida;coralbush;NA;NA;NA;NA;7493;
28342;Jatropha;hernandiifolia;wild oilnut;NA;NA;NA;NA;7492;
28345;Manihot;;manihot;NA;NA;NA;NA;7661;
28352;Margaritaria;nobilis;bastard hogberry;NA;NA;NA;NA;7682;
28366;Phyllanthus;acidus;Tahitian gooseberry tree;NA;NA;NA;NA;8157;
28386;Phyllanthus;juglandifolius;gamo de costa;NA;NA;NA;NA;8160;
28392;Ricinus;;ricinus;NA;NA;NA;NA;8473;
28393;Ricinus;communis;castorbean;NA;NA;NA;NA;8472;
28396;Sapium;glandulosum;gumtree;NA;NA;NA;NA;8533;
28400;Sapium;laurocerasus;milktree;NA;NA;NA;NA;8536;
28403;Savia;sessiliflora;amansa guapo;NA;NA;NA;NA;8546;
28451;Alphitonia;;Alphitonia;NA;NA;NA;NA;6090;
28452;Alphitonia;ponderosa;Hawaii kauilatree;NA;NA;NA;NA;6089;
28519;Colubrina;;nakedwood;NA;NA;NA;NA;6699;
28520;Colubrina;arborescens;greenheart;NA;NA;NA;NA;6693;
28521;Colubrina;asiatica;Asian nakedwood;NA;NA;NA;NA;6694;
28524;Colubrina;elliptica;soldierwood;NA;NA;NA;NA;864;
28528;Colubrina;oppositifolia;kauila;NA;NA;NA;NA;6697;
28533;Condalia;hookeri;Bluewood;NA;NA;NA;NA;867;
28558;Krugiodendron;ferreum;leadwood;NA;NA;NA;NA;7514;
28562;Rhamnus;alnifolia;NA;Nerprun à feuilles d'aulne;RHA;NA;NA;NA;
28573;Rhamnus;cathartica;NA;Nerprun cathartique;RHM;NA;NA;NA;
28579;Rhamnus;frangula;"Glossy buckthorn;alder buckthorn";NA;NA;173;Rf;NA;
28595;Ziziphus;mauritiana;Indian jujube;NA;NA;NA;NA;8939;
28602;Parthenocissus;quinquefolia;NA;Parthénocisse à cinq folioles;PAQ;NA;NA;NA;
28624;Vitis;riparia;NA;Vigne des rivages;VIR;NA;NA;NA;
28658;Alectryon;;alectryon;NA;NA;NA;NA;6073;
28659;Alectryon;macrococcus;Hawaii alectryon;NA;NA;NA;NA;6069;
28661;Allophylus;;Allophylus;NA;NA;NA;NA;6083;
28663;Allophylus;crassinervis;palo blanco;NA;NA;NA;NA;6080;
28672;Cupania;americana;wild ackee;NA;NA;NA;NA;6790;
28673;Cupania;triquetra;guara blanca;NA;NA;NA;NA;6792;
28675;Dodonaea;viscosa;Florida hopbush;NA;NA;NA;NA;6927;
28680;Exothea;paniculata;butterbough, inkwood;NA;NA;NA;NA;874;
28684;Hypelate;trifoliata;inkwood;NA;NA;NA;NA;7445;
28689;Matayba;domingensis;negra lora;NA;NA;NA;NA;7689;
28691;Melicoccus;bijugatus;Spanish lime;NA;NA;NA;NA;7717;
28695;Sapindus;;soapberry;NA;NA;NA;NA;8531;
28696;Sapindus;saponaria;wingleaf soapberry;NA;NA;NA;NA;8529;
28696;Sapindus;saponaria;western soapberry;NA;NA;NA;NA;919;
28708;Thouinia;striata;ceboruquillo;NA;NA;NA;NA;8793;
28708;Thouinia;striata;Puerto Rico ceboruquillo;NA;NA;NA;NA;8794;
28714;Aesculus;;buckeye, horsechestnut ;NA;NA;NA;NA;330;
28716;Aesculus;californica;California buckeye;NA;NA;NA;NA;333;
28718;Aesculus;glabra;Ohio buckeye;NA;NA;NA;NA;331;
28718;Aesculus;glabra;Texas buckeye;NA;NA;NA;NA;334;
28721;Aesculus;hippocastanum;Horse chestnut;NA;NA;69;Hc;NA;
28723;Aesculus;pavia;red buckeye;NA;NA;NA;NA;336;
28724;Aesculus;sylvatica;painted buckeye;NA;NA;NA;NA;337;
28727;Acer;;maple ;NA;NA;NA;NA;310;
28728;Acer;rubrum;"Red maple (soft) ;red maple";Érable rouge;ERR;32;Mr;316;12
28731;Acer;saccharum;"Sugar maple (hard) ;sugar maple";Érable à sucre;ERS;30;Mh;318;13
28742;Acer;glabrum;Rocky Mountain maple;NA;NA;NA;NA;321;
28748;Acer;macrophyllum;bigleaf maple;NA;NA;NA;NA;312;
28749;Acer;negundo;"Manitoba maple;box elder ;boxelder";Érable à Giguère;ERG;117;Mm;313;
28754;Acer;pensylvanicum;striped maple;Érable de Pennsylvanie;ERP;NA;NA;315;24
28755;Acer;platanoides;"Norway maple ;Norway maple";NA;NA;34;Mn;320;
28757;Acer;saccharinum;"Silver maple (soft) ;silver maple";Érable argenté;ERA;33;Ms;317;
28758;Acer;spicatum;mountain maple;Érable à épis;ERE;NA;NA;319;23
28760;Acer;grandidentatum;bigtooth maple;NA;NA;NA;NA;322;
28761;Acer;leucoderme;chalk maple;NA;NA;NA;NA;323;
28766;Bursera;simaruba;gumbo limbo;NA;NA;NA;NA;854;
28768;Dacryodes;excelsa;candletree;NA;NA;NA;NA;6867;
28770;Tetragastris;balsamifera;masa;NA;NA;NA;NA;8768;
28772;Rhus;;sumac;NA;NA;NA;NA;8468;
